Entity,Code,Date,Value
Africa,AFR,"Dec 31, 2019",0
Africa,AFR,"Jan 1, 2020",0
Africa,AFR,"Jan 2, 2020",0
Africa,AFR,"Jan 3, 2020",0
Africa,AFR,"Jan 4, 2020",0
Africa,AFR,"Jan 5, 2020",0
Africa,AFR,"Jan 6, 2020",0
Africa,AFR,"Jan 7, 2020",0
Africa,AFR,"Jan 8, 2020",0
Africa,AFR,"Jan 9, 2020",0
Africa,AFR,"Jan 10, 2020",0
Africa,AFR,"Jan 11, 2020",0
Africa,AFR,"Jan 12, 2020",0
Africa,AFR,"Jan 13, 2020",0
Africa,AFR,"Jan 14, 2020",0
Africa,AFR,"Jan 15, 2020",0
Africa,AFR,"Jan 16, 2020",0
Africa,AFR,"Jan 17, 2020",0
Africa,AFR,"Jan 18, 2020",0
Africa,AFR,"Jan 19, 2020",0
Africa,AFR,"Jan 20, 2020",0
Africa,AFR,"Jan 21, 2020",0
Africa,AFR,"Jan 22, 2020",0
Africa,AFR,"Jan 23, 2020",0
Africa,AFR,"Jan 24, 2020",0
Africa,AFR,"Jan 25, 2020",0
Africa,AFR,"Jan 26, 2020",0
Africa,AFR,"Jan 27, 2020",0
Africa,AFR,"Jan 28, 2020",0
Africa,AFR,"Jan 29, 2020",0
Africa,AFR,"Jan 30, 2020",0
Africa,AFR,"Jan 31, 2020",0
Africa,AFR,"Feb 1, 2020",0
Africa,AFR,"Feb 2, 2020",0
Africa,AFR,"Feb 3, 2020",0
Africa,AFR,"Feb 4, 2020",0
Africa,AFR,"Feb 5, 2020",0
Africa,AFR,"Feb 6, 2020",0
Africa,AFR,"Feb 7, 2020",0
Africa,AFR,"Feb 8, 2020",0
Africa,AFR,"Feb 9, 2020",0
Africa,AFR,"Feb 10, 2020",0
Africa,AFR,"Feb 11, 2020",0
Africa,AFR,"Feb 12, 2020",0
Africa,AFR,"Feb 13, 2020",0
Africa,AFR,"Feb 14, 2020",0
Africa,AFR,"Feb 15, 2020",1
Africa,AFR,"Feb 16, 2020",1
Africa,AFR,"Feb 17, 2020",1
Africa,AFR,"Feb 18, 2020",1
Africa,AFR,"Feb 19, 2020",1
Africa,AFR,"Feb 20, 2020",1
Africa,AFR,"Feb 21, 2020",1
Africa,AFR,"Feb 22, 2020",1
Africa,AFR,"Feb 23, 2020",1
Africa,AFR,"Feb 24, 2020",1
Africa,AFR,"Feb 25, 2020",1
Africa,AFR,"Feb 26, 2020",2
Africa,AFR,"Feb 27, 2020",2
Africa,AFR,"Feb 28, 2020",3
Africa,AFR,"Feb 29, 2020",3
Africa,AFR,"Mar 1, 2020",5
Africa,AFR,"Mar 2, 2020",6
Africa,AFR,"Mar 3, 2020",9
Africa,AFR,"Mar 4, 2020",11
Africa,AFR,"Mar 5, 2020",20
Africa,AFR,"Mar 6, 2020",29
Africa,AFR,"Mar 7, 2020",43
Africa,AFR,"Mar 8, 2020",44
Africa,AFR,"Mar 9, 2020",83
Africa,AFR,"Mar 10, 2020",95
Africa,AFR,"Mar 11, 2020",105
Africa,AFR,"Mar 12, 2020",118
Africa,AFR,"Mar 13, 2020",159
Africa,AFR,"Mar 14, 2020",202
Africa,AFR,"Mar 15, 2020",239
Africa,AFR,"Mar 16, 2020",324
Africa,AFR,"Mar 17, 2020",402
Africa,AFR,"Mar 18, 2020",494
Africa,AFR,"Mar 19, 2020",633
Africa,AFR,"Mar 20, 2020",744
Africa,AFR,"Mar 21, 2020",975
Africa,AFR,"Mar 22, 2020",1176
Africa,AFR,"Mar 23, 2020",1389
Africa,AFR,"Mar 24, 2020",1738
Africa,AFR,"Mar 25, 2020",2203
Africa,AFR,"Mar 26, 2020",2690
Africa,AFR,"Mar 27, 2020",3278
Africa,AFR,"Mar 28, 2020",3804
Africa,AFR,"Mar 29, 2020",4124
Africa,AFR,"Mar 30, 2020",4629
Africa,AFR,"Mar 31, 2020",5137
Africa,AFR,"Apr 1, 2020",5626
Africa,AFR,"Apr 2, 2020",6248
Africa,AFR,"Apr 3, 2020",6883
Africa,AFR,"Apr 4, 2020",7508
Africa,AFR,"Apr 5, 2020",8440
Africa,AFR,"Apr 6, 2020",9175
Africa,AFR,"Apr 7, 2020",9802
Africa,AFR,"Apr 8, 2020",10524
Africa,AFR,"Apr 9, 2020",11446
Africa,AFR,"Apr 10, 2020",12280
Africa,AFR,"Apr 11, 2020",12952
Africa,AFR,"Apr 12, 2020",13666
Africa,AFR,"Apr 13, 2020",14522
Africa,AFR,"Apr 14, 2020",15291
Africa,AFR,"Apr 15, 2020",16281
Africa,AFR,"Apr 16, 2020",17243
Africa,AFR,"Apr 17, 2020",18329
Africa,AFR,"Apr 18, 2020",19897
Africa,AFR,"Apr 19, 2020",21057
Africa,AFR,"Apr 20, 2020",22303
Africa,AFR,"Apr 21, 2020",23267
Africa,AFR,"Apr 22, 2020",24617
Africa,AFR,"Apr 23, 2020",25686
Africa,AFR,"Apr 24, 2020",27221
Africa,AFR,"Apr 25, 2020",29075
Asia,ASA,"Dec 31, 2019",27
Asia,ASA,"Jan 1, 2020",27
Asia,ASA,"Jan 2, 2020",27
Asia,ASA,"Jan 3, 2020",44
Asia,ASA,"Jan 4, 2020",44
Asia,ASA,"Jan 5, 2020",59
Asia,ASA,"Jan 6, 2020",59
Asia,ASA,"Jan 7, 2020",59
Asia,ASA,"Jan 8, 2020",59
Asia,ASA,"Jan 9, 2020",59
Asia,ASA,"Jan 10, 2020",59
Asia,ASA,"Jan 11, 2020",59
Asia,ASA,"Jan 12, 2020",59
Asia,ASA,"Jan 13, 2020",60
Asia,ASA,"Jan 14, 2020",60
Asia,ASA,"Jan 15, 2020",61
Asia,ASA,"Jan 16, 2020",61
Asia,ASA,"Jan 17, 2020",66
Asia,ASA,"Jan 18, 2020",83
Asia,ASA,"Jan 19, 2020",219
Asia,ASA,"Jan 20, 2020",239
Asia,ASA,"Jan 21, 2020",391
Asia,ASA,"Jan 22, 2020",533
Asia,ASA,"Jan 23, 2020",630
Asia,ASA,"Jan 24, 2020",896
Asia,ASA,"Jan 25, 2020",1344
Asia,ASA,"Jan 26, 2020",2013
Asia,ASA,"Jan 27, 2020",2807
Asia,ASA,"Jan 28, 2020",4572
Asia,ASA,"Jan 29, 2020",6047
Asia,ASA,"Jan 30, 2020",7799
Asia,ASA,"Jan 31, 2020",9793
Asia,ASA,"Feb 1, 2020",11903
Asia,ASA,"Feb 2, 2020",14507
Asia,ASA,"Feb 3, 2020",17321
Asia,ASA,"Feb 4, 2020",20561
Asia,ASA,"Feb 5, 2020",24456
Asia,ASA,"Feb 6, 2020",28195
Asia,ASA,"Feb 7, 2020",31367
Asia,ASA,"Feb 8, 2020",34800
Asia,ASA,"Feb 9, 2020",37418
Asia,ASA,"Feb 10, 2020",40399
Asia,ASA,"Feb 11, 2020",42894
Asia,ASA,"Feb 12, 2020",44925
Asia,ASA,"Feb 13, 2020",60074
Asia,ASA,"Feb 14, 2020",64240
Asia,ASA,"Feb 15, 2020",66798
Asia,ASA,"Feb 16, 2020",68826
Asia,ASA,"Feb 17, 2020",70892
Asia,ASA,"Feb 18, 2020",72788
Asia,ASA,"Feb 19, 2020",74564
Asia,ASA,"Feb 20, 2020",75017
Asia,ASA,"Feb 21, 2020",75996
Asia,ASA,"Feb 22, 2020",77044
Asia,ASA,"Feb 23, 2020",77989
Asia,ASA,"Feb 24, 2020",78402
Asia,ASA,"Feb 25, 2020",79077
Asia,ASA,"Feb 26, 2020",79833
Asia,ASA,"Feb 27, 2020",80819
Asia,ASA,"Feb 28, 2020",81739
Asia,ASA,"Feb 29, 2020",83264
Asia,ASA,"Mar 1, 2020",84669
Asia,ASA,"Mar 2, 2020",85997
Asia,ASA,"Mar 3, 2020",87270
Asia,ASA,"Mar 4, 2020",88784
Asia,ASA,"Mar 5, 2020",90037
Asia,ASA,"Mar 6, 2020",91394
Asia,ASA,"Mar 7, 2020",93356
Asia,ASA,"Mar 8, 2020",94981
Asia,ASA,"Mar 9, 2020",96146
Asia,ASA,"Mar 10, 2020",97058
Asia,ASA,"Mar 11, 2020",98403
Asia,ASA,"Mar 12, 2020",100036
Asia,ASA,"Mar 13, 2020",101409
Asia,ASA,"Mar 14, 2020",103230
Asia,ASA,"Mar 15, 2020",105037
Asia,ASA,"Mar 16, 2020",106980
Asia,ASA,"Mar 17, 2020",108803
Asia,ASA,"Mar 18, 2020",110748
Asia,ASA,"Mar 19, 2020",112856
Asia,ASA,"Mar 20, 2020",115259
Asia,ASA,"Mar 21, 2020",117799
Asia,ASA,"Mar 22, 2020",120778
Asia,ASA,"Mar 23, 2020",123514
Asia,ASA,"Mar 24, 2020",126722
Asia,ASA,"Mar 25, 2020",130855
Asia,ASA,"Mar 26, 2020",135470
Asia,ASA,"Mar 27, 2020",140851
Asia,ASA,"Mar 28, 2020",147900
Asia,ASA,"Mar 29, 2020",155312
Asia,ASA,"Mar 30, 2020",162410
Asia,ASA,"Mar 31, 2020",170010
Asia,ASA,"Apr 1, 2020",177797
Asia,ASA,"Apr 2, 2020",186211
Asia,ASA,"Apr 3, 2020",195087
Asia,ASA,"Apr 4, 2020",201388
Asia,ASA,"Apr 5, 2020",213719
Asia,ASA,"Apr 6, 2020",223925
Asia,ASA,"Apr 7, 2020",233291
Asia,ASA,"Apr 8, 2020",242914
Asia,ASA,"Apr 9, 2020",252436
Asia,ASA,"Apr 10, 2020",262614
Asia,ASA,"Apr 11, 2020",273665
Asia,ASA,"Apr 12, 2020",286746
Asia,ASA,"Apr 13, 2020",298269
Asia,ASA,"Apr 14, 2020",310029
Asia,ASA,"Apr 15, 2020",321263
Asia,ASA,"Apr 16, 2020",332681
Asia,ASA,"Apr 17, 2020",345672
Asia,ASA,"Apr 18, 2020",357499
Asia,ASA,"Apr 19, 2020",369797
Asia,ASA,"Apr 20, 2020",382108
Asia,ASA,"Apr 21, 2020",396301
Asia,ASA,"Apr 22, 2020",409588
Asia,ASA,"Apr 23, 2020",421072
Asia,ASA,"Apr 24, 2020",434603
Asia,ASA,"Apr 25, 2020",446826
Europe,EUR,"Dec 31, 2019",0
Europe,EUR,"Jan 1, 2020",0
Europe,EUR,"Jan 2, 2020",0
Europe,EUR,"Jan 3, 2020",0
Europe,EUR,"Jan 4, 2020",0
Europe,EUR,"Jan 5, 2020",0
Europe,EUR,"Jan 6, 2020",0
Europe,EUR,"Jan 7, 2020",0
Europe,EUR,"Jan 8, 2020",0
Europe,EUR,"Jan 9, 2020",0
Europe,EUR,"Jan 10, 2020",0
Europe,EUR,"Jan 11, 2020",0
Europe,EUR,"Jan 12, 2020",0
Europe,EUR,"Jan 13, 2020",0
Europe,EUR,"Jan 14, 2020",0
Europe,EUR,"Jan 15, 2020",0
Europe,EUR,"Jan 16, 2020",0
Europe,EUR,"Jan 17, 2020",0
Europe,EUR,"Jan 18, 2020",0
Europe,EUR,"Jan 19, 2020",0
Europe,EUR,"Jan 20, 2020",0
Europe,EUR,"Jan 21, 2020",0
Europe,EUR,"Jan 22, 2020",0
Europe,EUR,"Jan 23, 2020",0
Europe,EUR,"Jan 24, 2020",0
Europe,EUR,"Jan 25, 2020",3
Europe,EUR,"Jan 26, 2020",3
Europe,EUR,"Jan 27, 2020",3
Europe,EUR,"Jan 28, 2020",4
Europe,EUR,"Jan 29, 2020",8
Europe,EUR,"Jan 30, 2020",10
Europe,EUR,"Jan 31, 2020",17
Europe,EUR,"Feb 1, 2020",23
Europe,EUR,"Feb 2, 2020",24
Europe,EUR,"Feb 3, 2020",25
Europe,EUR,"Feb 4, 2020",28
Europe,EUR,"Feb 5, 2020",28
Europe,EUR,"Feb 6, 2020",28
Europe,EUR,"Feb 7, 2020",30
Europe,EUR,"Feb 8, 2020",36
Europe,EUR,"Feb 9, 2020",37
Europe,EUR,"Feb 10, 2020",38
Europe,EUR,"Feb 11, 2020",42
Europe,EUR,"Feb 12, 2020",44
Europe,EUR,"Feb 13, 2020",45
Europe,EUR,"Feb 14, 2020",45
Europe,EUR,"Feb 15, 2020",45
Europe,EUR,"Feb 16, 2020",45
Europe,EUR,"Feb 17, 2020",46
Europe,EUR,"Feb 18, 2020",46
Europe,EUR,"Feb 19, 2020",46
Europe,EUR,"Feb 20, 2020",46
Europe,EUR,"Feb 21, 2020",46
Europe,EUR,"Feb 22, 2020",60
Europe,EUR,"Feb 23, 2020",122
Europe,EUR,"Feb 24, 2020",179
Europe,EUR,"Feb 25, 2020",277
Europe,EUR,"Feb 26, 2020",382
Europe,EUR,"Feb 27, 2020",480
Europe,EUR,"Feb 28, 2020",819
Europe,EUR,"Feb 29, 2020",1120
Europe,EUR,"Mar 1, 2020",1524
Europe,EUR,"Mar 2, 2020",2203
Europe,EUR,"Mar 3, 2020",2701
Europe,EUR,"Mar 4, 2020",3361
Europe,EUR,"Mar 5, 2020",4283
Europe,EUR,"Mar 6, 2020",5669
Europe,EUR,"Mar 7, 2020",7522
Europe,EUR,"Mar 8, 2020",9473
Europe,EUR,"Mar 9, 2020",11975
Europe,EUR,"Mar 10, 2020",15346
Europe,EUR,"Mar 11, 2020",18032
Europe,EUR,"Mar 12, 2020",22897
Europe,EUR,"Mar 13, 2020",29340
Europe,EUR,"Mar 14, 2020",36183
Europe,EUR,"Mar 15, 2020",44835
Europe,EUR,"Mar 16, 2020",54328
Europe,EUR,"Mar 17, 2020",63737
Europe,EUR,"Mar 18, 2020",74161
Europe,EUR,"Mar 19, 2020",86557
Europe,EUR,"Mar 20, 2020",107491
Europe,EUR,"Mar 21, 2020",126885
Europe,EUR,"Mar 22, 2020",149253
Europe,EUR,"Mar 23, 2020",168879
Europe,EUR,"Mar 24, 2020",192389
Europe,EUR,"Mar 25, 2020",215876
Europe,EUR,"Mar 26, 2020",244778
Europe,EUR,"Mar 27, 2020",279227
Europe,EUR,"Mar 28, 2020",314217
Europe,EUR,"Mar 29, 2020",348634
Europe,EUR,"Mar 30, 2020",378385
Europe,EUR,"Mar 31, 2020",407298
Europe,EUR,"Apr 1, 2020",444541
Europe,EUR,"Apr 2, 2020",480702
Europe,EUR,"Apr 3, 2020",515383
Europe,EUR,"Apr 4, 2020",553307
Europe,EUR,"Apr 5, 2020",587850
Europe,EUR,"Apr 6, 2020",618204
Europe,EUR,"Apr 7, 2020",645273
Europe,EUR,"Apr 8, 2020",674103
Europe,EUR,"Apr 9, 2020",707774
Europe,EUR,"Apr 10, 2020",743197
Europe,EUR,"Apr 11, 2020",777239
Europe,EUR,"Apr 12, 2020",811562
Europe,EUR,"Apr 13, 2020",839010
Europe,EUR,"Apr 14, 2020",863883
Europe,EUR,"Apr 15, 2020",892340
Europe,EUR,"Apr 16, 2020",923265
Europe,EUR,"Apr 17, 2020",954719
Europe,EUR,"Apr 18, 2020",985337
Europe,EUR,"Apr 19, 2020",1015169
Europe,EUR,"Apr 20, 2020",1043719
Europe,EUR,"Apr 21, 2020",1070519
Europe,EUR,"Apr 22, 2020",1098316
Europe,EUR,"Apr 23, 2020",1126932
Europe,EUR,"Apr 24, 2020",1155054
Europe,EUR,"Apr 25, 2020",1187407
North America,NAM,"Dec 31, 2019",0
North America,NAM,"Jan 1, 2020",0
North America,NAM,"Jan 2, 2020",0
North America,NAM,"Jan 3, 2020",0
North America,NAM,"Jan 4, 2020",0
North America,NAM,"Jan 5, 2020",0
North America,NAM,"Jan 6, 2020",0
North America,NAM,"Jan 7, 2020",0
North America,NAM,"Jan 8, 2020",0
North America,NAM,"Jan 9, 2020",0
North America,NAM,"Jan 10, 2020",0
North America,NAM,"Jan 11, 2020",0
North America,NAM,"Jan 12, 2020",0
North America,NAM,"Jan 13, 2020",0
North America,NAM,"Jan 14, 2020",0
North America,NAM,"Jan 15, 2020",0
North America,NAM,"Jan 16, 2020",0
North America,NAM,"Jan 17, 2020",0
North America,NAM,"Jan 18, 2020",0
North America,NAM,"Jan 19, 2020",0
North America,NAM,"Jan 20, 2020",0
North America,NAM,"Jan 21, 2020",1
North America,NAM,"Jan 22, 2020",1
North America,NAM,"Jan 23, 2020",1
